id,agency_user_id,buyer_user_id,rating,title,body,is_visible,created_at,updated_at
92c50c96-800b-47f7-af2f-096c5d0d105e,f45525cf-17b3-4d3c-87a5-d103d781cf92,66672517-8754-4ebe-908a-ad8ce2165ebb,1,"Muy buena agencia, recomendada",El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2025-11-07 16:44:58.268990-06:00,2025-11-07 16:44:58.268990-06:00
73476ad2-e983-45e6-b849-7db82d857ed8,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,47d6ec26-c79e-435c-8eac-865573b2ac78,1,Excelente atención y proceso transparente,Buena experiencia en general. El precio fue justo y el proceso relativamente rápido.,True,2025-11-02 16:44:58.269004-06:00,2025-11-02 16:44:58.269004-06:00
038925e7-0065-42aa-b174-e63d6e27a9de,f45525cf-17b3-4d3c-87a5-d103d781cf92,ea7db29e-1f88-40af-9af3-a5a499004024,5,Proceso ágil y profesional,Llevaba meses buscando y esta agencia fue la que mejor entendió lo que necesitaba. Muy recomendados.,True,2026-05-27 16:44:58.269012-06:00,2026-05-27 16:44:58.269012-06:00
3c64b41c-6891-46ac-ae62-64410ff05b42,4805f37f-95d5-45fb-b201-99e2a734bd9e,fd1a4d85-4cac-4ee7-8ff5-2b6e08af64d2,5,Satisfecho con el proceso de compra,La calidad de las fotos y la descripción de la propiedad eran exactamente como se veía en persona.,True,2026-02-05 16:44:58.269017-06:00,2026-02-05 16:44:58.269017-06:00
37781f07-f52e-4ef6-823a-b50ecdc04314,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,86888db1-a8be-43eb-9300-52a78ea9743b,5,Buen servicio al cliente,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2026-02-06 16:44:58.269022-06:00,2026-02-06 16:44:58.269022-06:00
a6ccd414-60ba-48d0-bcdd-a91c06020cfe,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,51134ee3-f117-4baa-b2cf-a18f209c4a9d,5,Agencia confiable y bien establecida,Conocen muy bien el mercado local. Me dieron información muy valiosa sobre la zona antes de decidir.,True,2026-03-27 16:44:58.269028-06:00,2026-06-20 16:44:58.269030-06:00
27e3cc0a-d881-4f0f-8e12-85ac73b90a3a,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,651a34a7-7b3b-4d1d-9858-3794c5902b27,5,"Muy buena agencia, recomendada",Proceso limpio y transparente. Los documentos estuvieron listos sin contratiempos.,True,2026-05-04 16:44:58.269035-06:00,2026-05-04 16:44:58.269035-06:00
6289e5ba-1347-48c7-8e37-6e2bffa16e59,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,235e928f-1404-4e57-be1f-24862935171d,1,Superó mis expectativas,El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2025-09-26 16:44:58.269040-06:00,2025-09-26 16:44:58.269040-06:00
40aa225b-9b7e-4033-ac98-1915a572b666,c522fc00-ebb4-439d-ab2b-c14b958d145b,651a34a7-7b3b-4d1d-9858-3794c5902b27,4,Excelente atención y proceso transparente,Buena experiencia en general. El precio fue justo y el proceso relativamente rápido.,True,2026-03-12 16:44:58.269045-06:00,2026-03-12 16:44:58.269045-06:00
0c78383a-ceaa-48ff-9302-247ebb18aaaf,6886adbc-deaf-4cdf-8204-6f552c628891,f39e6de3-4718-4a72-abe9-fc3e3d0b5dd2,4,Agencia confiable y bien establecida,El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2025-11-19 16:44:58.269050-06:00,2025-11-19 16:44:58.269050-06:00
039c8540-554b-4f92-bcb7-5cd237e0d4c2,6886adbc-deaf-4cdf-8204-6f552c628891,866af491-931b-4e53-8baa-f593940af44a,5,Superó mis expectativas,Conocen muy bien el mercado local. Me dieron información muy valiosa sobre la zona antes de decidir.,True,2026-01-03 16:44:58.269054-06:00,2026-01-03 16:44:58.269054-06:00
09897fd5-1ce1-48e8-afc0-2de30ebef749,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,3829bb5e-b6b9-493d-9826-447161920e88,1,Equipo muy profesional,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2026-06-08 16:44:58.269059-06:00,2026-06-08 16:44:58.269059-06:00
7dbe20b6-49b4-4565-be23-546215bbfcc3,c522fc00-ebb4-439d-ab2b-c14b958d145b,235e928f-1404-4e57-be1f-24862935171d,4,Buen servicio al cliente,Llevaba meses buscando y esta agencia fue la que mejor entendió lo que necesitaba. Muy recomendados.,True,2026-04-24 16:44:58.269064-06:00,2026-04-24 16:44:58.269064-06:00
e0d74abd-48ee-4427-9e96-9d18ad998e4d,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,5d85bd5e-5062-486a-bfdf-5b9d01c96d7c,4,Buen servicio al cliente,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2025-10-03 16:44:58.269068-06:00,2026-06-12 16:44:58.269070-06:00
ec027080-bb49-43be-a426-424c3639c43f,6886adbc-deaf-4cdf-8204-6f552c628891,53896f94-3e54-4240-99a0-f15db77d970c,3,Buen servicio al cliente,Proceso limpio y transparente. Los documentos estuvieron listos sin contratiempos.,True,2025-10-01 16:44:58.269075-06:00,2025-10-01 16:44:58.269075-06:00
1ee78152-0731-4420-90c2-da5b62be4597,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,2ec5bf84-2777-4d0c-a1d5-145ab4e66288,5,Superó mis expectativas,Conocen muy bien el mercado local. Me dieron información muy valiosa sobre la zona antes de decidir.,True,2026-03-13 16:44:58.269080-06:00,2026-03-13 16:44:58.269080-06:00
1c7f745e-bc94-4756-8098-306666b7e719,c522fc00-ebb4-439d-ab2b-c14b958d145b,9a88019a-610d-476f-bee3-5cab7744ce79,4,Superó mis expectativas,El proceso desde la consulta inicial hasta el cierre fue muy fluido. El equipo respondió todas mis preguntas rápidamente.,True,2026-05-31 16:44:58.269085-06:00,2026-05-31 16:44:58.269085-06:00
e8e0271f-6edb-4477-bd6c-5963b581465e,c522fc00-ebb4-439d-ab2b-c14b958d145b,5d85bd5e-5062-486a-bfdf-5b9d01c96d7c,3,Agencia confiable y bien establecida,La información de las propiedades es muy detallada y honesta. No hubo sorpresas al momento de visitar.,True,2026-04-08 16:44:58.269090-06:00,2026-04-08 16:44:58.269090-06:00
cb4468d5-29b0-42f9-97e5-e8c272c88bf4,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,1a2c3cfa-5878-4620-b2ba-00a5d0864806,4,Excelente atención y proceso transparente,El proceso desde la consulta inicial hasta el cierre fue muy fluido. El equipo respondió todas mis preguntas rápidamente.,True,2025-12-22 16:44:58.269095-06:00,2025-12-22 16:44:58.269095-06:00
11e3ec42-8bd1-4d7f-8296-709b676c0509,4b03c34a-2ec7-42e8-a496-8763f64b8bda,9bce2786-49e3-4000-9464-4479e0f1bc70,4,Agencia confiable y bien establecida,Trabajé con otros agentes antes y esta fue la mejor experiencia que he tenido en bienes raíces.,True,2026-04-29 16:44:58.269100-06:00,2026-04-29 16:44:58.269100-06:00
1d66e017-759b-4216-a088-d3723b39a492,f45525cf-17b3-4d3c-87a5-d103d781cf92,2efbbc16-b02f-487b-b6e6-371789daac81,5,Proceso ágil y profesional,El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2025-11-07 16:44:58.269104-06:00,2026-06-25 16:44:58.269106-06:00
cce684d1-03fc-4d0a-acaf-a9663bc312eb,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,0f9f4eee-de94-4c42-8c87-9906d73d213f,3,Excelente atención y proceso transparente,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2025-11-24 16:44:58.269111-06:00,2025-11-24 16:44:58.269111-06:00
490a911d-74c0-49a1-9f1e-f2a35bd21d12,6886adbc-deaf-4cdf-8204-6f552c628891,ee8426dc-7735-4792-917f-dcfe20cf7a9f,4,"Buenas propiedades, comunicación mejorable",,True,2026-02-20 16:44:58.269115-06:00,2026-02-20 16:44:58.269115-06:00
2729fa1e-3b59-46d6-93d3-f1cad0077d6f,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,86888db1-a8be-43eb-9300-52a78ea9743b,5,Buen servicio al cliente,Buena experiencia en general. El precio fue justo y el proceso relativamente rápido.,True,2026-04-06 16:44:58.269120-06:00,2026-04-06 16:44:58.269120-06:00
f66f2a0f-b879-4732-abe6-3cfc9cf08a1e,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,ddb83635-ff56-4d1b-9437-22acffd0ae8b,4,"Propiedades de calidad, precios justos",Conocen muy bien el mercado local. Me dieron información muy valiosa sobre la zona antes de decidir.,True,2026-05-02 16:44:58.269124-06:00,2026-05-02 16:44:58.269124-06:00
1b66b0c1-ce0e-443d-acaf-029bb84094c4,c522fc00-ebb4-439d-ab2b-c14b958d145b,92664660-83ee-4889-88a8-aa745240bf4f,4,Agencia confiable y bien establecida,Proceso limpio y transparente. Los documentos estuvieron listos sin contratiempos.,True,2025-11-13 16:44:58.269129-06:00,2025-11-13 16:44:58.269129-06:00
c66df0bb-b172-42bb-936b-39aa16d84398,4805f37f-95d5-45fb-b201-99e2a734bd9e,53896f94-3e54-4240-99a0-f15db77d970c,5,Agencia confiable y bien establecida,Conocen muy bien el mercado local. Me dieron información muy valiosa sobre la zona antes de decidir.,True,2025-12-21 16:44:58.269134-06:00,2025-12-21 16:44:58.269134-06:00
277e8c1a-2a35-4cd3-87ce-f7792c45d5e6,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,fd1a4d85-4cac-4ee7-8ff5-2b6e08af64d2,4,Proceso ágil y profesional,,True,2026-05-07 16:44:58.269140-06:00,2026-05-07 16:44:58.269140-06:00
52be57fd-c36d-437f-8645-33ce04a0191c,4805f37f-95d5-45fb-b201-99e2a734bd9e,235e928f-1404-4e57-be1f-24862935171d,5,Agencia confiable y bien establecida,El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2025-12-21 16:44:58.269146-06:00,2025-12-21 16:44:58.269146-06:00
4e0e9bee-929c-418b-a9db-1e194c760935,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,0e38dbbf-5e07-4ac5-b3db-816ccc204d09,4,Equipo muy profesional,Llevaba meses buscando y esta agencia fue la que mejor entendió lo que necesitaba. Muy recomendados.,True,2025-10-06 16:44:58.269150-06:00,2025-10-06 16:44:58.269150-06:00
a0245455-07ff-4d2e-ac77-eade75e58e2c,c522fc00-ebb4-439d-ab2b-c14b958d145b,62ce4d65-9b64-4521-a199-180582265277,4,Superó mis expectativas,Conocen muy bien el mercado local. Me dieron información muy valiosa sobre la zona antes de decidir.,True,2025-10-23 16:44:58.269155-06:00,2025-10-23 16:44:58.269155-06:00
ab4f7fac-0d8c-4b47-9cab-009447f60529,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,b3be4be2-622a-40ad-80bd-2abee6216685,4,"Propiedades de calidad, precios justos",Trabajé con otros agentes antes y esta fue la mejor experiencia que he tenido en bienes raíces.,True,2026-02-12 16:44:58.269160-06:00,2026-02-12 16:44:58.269160-06:00
2f243b75-d62f-492b-b15b-1b4adc18a34d,c522fc00-ebb4-439d-ab2b-c14b958d145b,fd1a4d85-4cac-4ee7-8ff5-2b6e08af64d2,3,Satisfecho con el proceso de compra,La información de las propiedades es muy detallada y honesta. No hubo sorpresas al momento de visitar.,True,2026-06-17 16:44:58.269164-06:00,2026-06-17 16:44:58.269164-06:00
a59683ac-2bc0-44ff-8588-df51e998c374,6886adbc-deaf-4cdf-8204-6f552c628891,4122ce64-1b0f-4bc0-b0e5-bf6978fc1f81,5,Equipo muy profesional,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,False,2026-04-09 16:44:58.269169-06:00,2026-04-09 16:44:58.269169-06:00
788824fe-4f7e-4ac9-a9f5-a75ad1517906,f45525cf-17b3-4d3c-87a5-d103d781cf92,2c7d79d1-acf0-4dc0-abba-d633d58b994e,4,Excelente atención y proceso transparente,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2025-12-25 16:44:58.269173-06:00,2025-12-25 16:44:58.269173-06:00
f2182f0e-ea4d-48e2-8136-636456fd816e,c522fc00-ebb4-439d-ab2b-c14b958d145b,3829bb5e-b6b9-493d-9826-447161920e88,4,Superó mis expectativas,El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2026-04-12 16:44:58.269178-06:00,2026-04-12 16:44:58.269178-06:00
0c0c2954-6e84-41ac-b7f2-4318feb993c1,f45525cf-17b3-4d3c-87a5-d103d781cf92,61af2084-94e6-483d-b446-3f18547e9ea3,4,Satisfecho con el proceso de compra,Proceso limpio y transparente. Los documentos estuvieron listos sin contratiempos.,True,2025-12-07 16:44:58.269182-06:00,2026-07-02 16:44:58.269184-06:00
cc4ff584-ce83-4a1a-b599-34d0138f316e,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,2ec5bf84-2777-4d0c-a1d5-145ab4e66288,2,Excelente atención y proceso transparente,Conocen muy bien el mercado local. Me dieron información muy valiosa sobre la zona antes de decidir.,True,2026-03-25 16:44:58.269188-06:00,2026-03-25 16:44:58.269188-06:00
b62f9543-ad54-4ac3-ba33-9e7a26e59a6f,c522fc00-ebb4-439d-ab2b-c14b958d145b,56de9961-d090-4e08-9900-b69f2e2bdc1b,3,"Muy buena agencia, recomendada",El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2026-02-15 16:44:58.269193-06:00,2026-02-15 16:44:58.269193-06:00
b247a150-ab8c-4b70-a876-93abb351fbf1,4b03c34a-2ec7-42e8-a496-8763f64b8bda,7b922293-cbe7-4e0b-9205-9fba88888a46,4,Satisfecho con el proceso de compra,La información de las propiedades es muy detallada y honesta. No hubo sorpresas al momento de visitar.,True,2025-12-30 16:44:58.269197-06:00,2025-12-30 16:44:58.269197-06:00
f590a737-ba89-4d6d-a84e-8c5e7438cb8e,4b03c34a-2ec7-42e8-a496-8763f64b8bda,53896f94-3e54-4240-99a0-f15db77d970c,5,Buen servicio al cliente,Llevaba meses buscando y esta agencia fue la que mejor entendió lo que necesitaba. Muy recomendados.,True,2025-11-26 16:44:58.269202-06:00,2026-06-12 16:44:58.269204-06:00
489b8237-3907-4fe9-9e2b-d38d56faad15,6886adbc-deaf-4cdf-8204-6f552c628891,9bbe2275-2ab9-445d-a97a-7c5b6c7acd3d,4,Buen servicio al cliente,El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2025-10-02 16:44:58.269208-06:00,2025-10-02 16:44:58.269208-06:00
520b022f-b51c-4ae2-8013-340742c18416,4805f37f-95d5-45fb-b201-99e2a734bd9e,4122ce64-1b0f-4bc0-b0e5-bf6978fc1f81,3,Excelente atención y proceso transparente,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2026-04-23 16:44:58.269213-06:00,2026-04-23 16:44:58.269213-06:00
9e8df558-41d8-46dd-a6a0-e87e613a5022,6886adbc-deaf-4cdf-8204-6f552c628891,6d323590-f99e-4a0f-a9f3-30f82bf63721,5,"Propiedades de calidad, precios justos",El proceso desde la consulta inicial hasta el cierre fue muy fluido. El equipo respondió todas mis preguntas rápidamente.,False,2026-04-04 16:44:58.269218-06:00,2026-04-04 16:44:58.269218-06:00
baeaebd4-32bd-4d22-bc64-f73cbcc90d12,f45525cf-17b3-4d3c-87a5-d103d781cf92,51134ee3-f117-4baa-b2cf-a18f209c4a9d,5,Buen servicio al cliente,Trabajé con otros agentes antes y esta fue la mejor experiencia que he tenido en bienes raíces.,True,2026-06-26 16:44:58.269222-06:00,2026-06-26 16:44:58.269222-06:00
9f22253b-aa47-4adb-9506-ac7243f0ce56,4b03c34a-2ec7-42e8-a496-8763f64b8bda,9a88019a-610d-476f-bee3-5cab7744ce79,4,Agencia confiable y bien establecida,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2026-04-02 16:44:58.269227-06:00,2026-04-02 16:44:58.269227-06:00
701ec10d-2306-410e-9e59-861ee2582727,4805f37f-95d5-45fb-b201-99e2a734bd9e,62ce4d65-9b64-4521-a199-180582265277,4,"Buenas propiedades, comunicación mejorable",Buena experiencia en general. El precio fue justo y el proceso relativamente rápido.,True,2026-01-22 16:44:58.269232-06:00,2026-01-22 16:44:58.269232-06:00
3914c3f6-a032-44a2-9225-1ce5457d3503,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,866af491-931b-4e53-8baa-f593940af44a,4,Buen servicio al cliente,El trato fue muy profesional. Me asesoraron bien en el proceso de financiamiento también.,True,2026-02-28 16:44:58.269236-06:00,2026-06-05 16:44:58.269237-06:00
874f4a82-c44d-4986-a934-123646fffeb7,c522fc00-ebb4-439d-ab2b-c14b958d145b,866af491-931b-4e53-8baa-f593940af44a,4,Equipo muy profesional,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2026-06-11 16:44:58.269242-06:00,2026-06-11 16:44:58.269242-06:00
c7b13e0f-1afa-4442-ada3-64aa7304be10,96efd4d2-e8c2-40a3-89fa-7e6eda53c9e2,56de9961-d090-4e08-9900-b69f2e2bdc1b,5,Buen servicio al cliente,Buena experiencia en general. El precio fue justo y el proceso relativamente rápido.,True,2026-06-27 16:44:58.269246-06:00,2026-06-27 16:44:58.269246-06:00
7144aa7d-edd6-4405-a4d7-63df2609dd5c,4b03c34a-2ec7-42e8-a496-8763f64b8bda,47d6ec26-c79e-435c-8eac-865573b2ac78,5,Satisfecho con el proceso de compra,Tardaron un par de días en responder al inicio pero luego todo fluyó perfectamente. Buenos resultados.,True,2026-04-08 16:44:58.269251-06:00,2026-04-08 16:44:58.269251-06:00
1a0a906d-2c44-4e9c-8c55-62087d67710f,6886adbc-deaf-4cdf-8204-6f552c628891,ddb83635-ff56-4d1b-9437-22acffd0ae8b,5,Proceso ágil y profesional,El proceso desde la consulta inicial hasta el cierre fue muy fluido. El equipo respondió todas mis preguntas rápidamente.,False,2026-03-04 16:44:58.269255-06:00,2026-03-04 16:44:58.269255-06:00
655098e2-eff4-45c7-9a1c-40509d602a71,4805f37f-95d5-45fb-b201-99e2a734bd9e,3b23438f-e287-4a38-b086-8a067134f160,4,"Buenas propiedades, comunicación mejorable",Proceso limpio y transparente. Los documentos estuvieron listos sin contratiempos.,True,2026-04-08 16:44:58.269260-06:00,2026-04-08 16:44:58.269260-06:00
ecb6583c-c8ed-43fc-83a3-3f031fb174f1,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,663b8db8-a7e1-41a0-84e8-814f68f4f37a,4,Excelente atención y proceso transparente,Llevaba meses buscando y esta agencia fue la que mejor entendió lo que necesitaba. Muy recomendados.,True,2025-11-10 16:44:58.269265-06:00,2025-11-10 16:44:58.269265-06:00
a2c71d9d-d6a5-4a27-88a5-ead69509dea9,f45525cf-17b3-4d3c-87a5-d103d781cf92,1a2c3cfa-5878-4620-b2ba-00a5d0864806,4,Superó mis expectativas,Buena experiencia en general. El precio fue justo y el proceso relativamente rápido.,True,2025-10-01 16:44:58.269270-06:00,2026-05-29 16:44:58.269271-06:00
d0698ae2-8cf2-49d3-9bce-cb1c8e613e1b,6886adbc-deaf-4cdf-8204-6f552c628891,727a505a-3ad3-4aaa-979a-2c717ba05cde,4,Superó mis expectativas,La información de las propiedades es muy detallada y honesta. No hubo sorpresas al momento de visitar.,True,2025-10-06 16:44:58.269276-06:00,2025-10-06 16:44:58.269276-06:00
20833b06-815c-4222-ae8b-2e5081afd49e,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,9bbe2275-2ab9-445d-a97a-7c5b6c7acd3d,4,"Muy buena agencia, recomendada",Buena experiencia en general. El precio fue justo y el proceso relativamente rápido.,True,2025-12-25 16:44:58.269281-06:00,2026-05-22 16:44:58.269282-06:00
d9afc910-f02f-4040-aad0-ad012f116b3b,4b03c34a-2ec7-42e8-a496-8763f64b8bda,62ce4d65-9b64-4521-a199-180582265277,5,Excelente atención y proceso transparente,La información de las propiedades es muy detallada y honesta. No hubo sorpresas al momento de visitar.,True,2025-10-22 16:44:58.269287-06:00,2025-10-22 16:44:58.269287-06:00
b6f09bd9-6fa0-42b1-a39e-bd6c2b17c58a,42df8c3e-05fb-49ee-9c6d-dd3884dd8915,3b23438f-e287-4a38-b086-8a067134f160,4,"Buenas propiedades, comunicación mejorable",Buena experiencia en general. El precio fue justo y el proceso relativamente rápido.,True,2026-04-20 16:44:58.269292-06:00,2026-06-09 16:44:58.269293-06:00
5063bff0-6ee2-4ad4-b8dc-9ad9d8e3b1dd,5c9ded7e-bd44-43d4-9d4c-4172aa3ea492,ed1e6fdb-3e53-4813-b7c3-05e992d498e8,4,Buen servicio al cliente,Conocen muy bien el mercado local. Me dieron información muy valiosa sobre la zona antes de decidir.,True,2026-05-23 16:44:58.269297-06:00,2026-05-24 16:44:58.269299-06:00
